e8023cf6-8e6e-1b6a-954e-9260a32e6fd3,Little Mix,England,Pop,17148611,425701
29ce0c86-cfbb-6d94-4a40-650a137d23b5,Travi$ Scott,United States,Rap/Hip Hop,12536925,235542
5eb91350-09e0-fae0-34ee-98e67b446ab9,The Velvet Underground,United States of America,Rock,56575895,1873412
dcb7dade-5903-4ad2-8917-2d90bd873e1a,Royal Blood,England,Electronica/Dance,9721780,366249
b15595a0-95c6-2d41-48de-8fb6638b01bf,Soundgarden,United States of America,Rock,41915644,1781953
e576cee4-a6b5-11e0-b446-00251188dd67,Limp Bizkit,United States of America,Rock,69589326,2205425
f221f628-a6b5-11e0-b446-00251188dd67,Disclosure,England,Electronica/Dance,28777970,879747
e398f5d4-a6b5-11e0-b446-00251188dd67,Whitney Houston,United States of America,Pop,19933638,1472665
39937598-4440-d3f2-06e1-a60ce24b5e36,Modest Mouse,United States of America,Alternative/Indie,118963549,2294790
9bc0c206-f257-63e5-5ef8-bf69b4e6778f,Slowdive,England,Alternative/Indie,23879986,530606
e6b1441e-a6b5-11e0-b446-00251188dd67,Chris Brown,United States of America,Soul/R&B,44111589,2499475
7a5fb7e9-4ecc-4486-958e-9a1d00a4105d,Billy Joel,United States of America,Pop,30549614,1646563
e6f1b8c1-a6b5-11e0-b446-00251188dd67,The Kinks,England,Rock,47331077,1989629
080d8ae6-a0b8-a0ef-77cd-39555d2074cc,Eric Clapton,England,Rock,47911928,2302372
ab17b0aa-2494-d507-df04-73b0a039046a,A$AP Rocky,United States of America,Rap/Hip Hop,34116939,791504
e46e6122-a6b5-11e0-b446-00251188dd67,Hans Zimmer,Germany,Soundtracks,66338654,1322028
e330954e-a6b5-11e0-b446-00251188dd67,Scorpions,Germany,Rock,47670798,1554334
e0230fb1-594f-06f8-9f9b-e64855fcd490,Zedd,Germany,Electronica/Dance,16940720,848521
44e4246e-3639-4d2f-b16b-b4bf3098365a,Zara Larsson,N\A,N\A,7373470,384680
1bf1c5aa-2413-7a91-344f-4756a30267b7,Walk the Moon,United States of America,Alternative/Indie,11154256,654162
2584a55b-01cd-5c09-bd7b-fc93eada3b57,Nicki Minaj,United States of America,Rap/Hip Hop,55639207,1870737
80955070-df81-4166-bfee-1fefd9f0fbe0,Banks,United States of America,Alternative/Indie,18184111,535325
b028bd07-c592-1f6b-101d-465b8ea53823,NF,N\A,Rap/Hip Hop,1020970,82708
6619bc91-1301-2353-8e0b-420f8ec7fa2f,Electric Light Orchestra,England,Rock,26170190,1358883
e50050aa-a6b5-11e0-b446-00251188dd67,Rise Against,United States of America,Rock,135755333,1940227
b3ddfb9c-bf37-3b6e-889b-9efc6d59cc9e,Rammstein,Germany,Rock,155722883,1726157
e5c6dc3b-a6b5-11e0-b446-00251188dd67,The Cranberries,Ireland,Alternative/Indie,52997023,2121808
815bed6b-d7bb-eccc-f8fe-aaae44086f43,Prince,United States of America,Pop,36051872,1573902
e2f68371-a6b5-11e0-b446-00251188dd67,Gwen Stefani,United States of America,Pop,29069103,2032026
e5792cc4-a6b5-11e0-b446-00251188dd67,John Legend,United States of America,Soul/R&B,28973011,1621630
8f58d4fc-1fcd-4e4a-90f5-2cacdc0ec982,Black Eyed Peas,N\A,N\A,67348301,3183568
f99dedd2-110c-63a7-84ab-c8b19e582728,Angus & Julia Stone,Australia,Folk,29402532,960403
