e5ef0924-a6b5-11e0-b446-00251188dd67,Deftones,United States of America,Rock
e267d047-1eb4-a5aa-1310-b9c61bbb985b,Incubus,United States of America,Alternative/Indie
f3019fb7-a6b5-11e0-b446-00251188dd67,Angel Olsen,United States of America,Alternative/Indie
e3abc7dd-a6b5-11e0-b446-00251188dd67,Nina Simone,United States of America,Jazz
e638db9d-a6b5-11e0-b446-00251188dd67,The Prodigy,England,Electronica/Dance
e2ed40fb-a6b5-11e0-b446-00251188dd67,A Perfect Circle,United States of America,Rock
a1023356-3d0e-07c3-1f6c-f53e9d4ff2c5,Aretha Franklin,United States of America,Soul/R&B
a02c1d60-15a1-7346-fbcc-11ace55cf539,M.I.A.,England,Electronica/Dance
1cb45d61-540f-4d77-bff5-a69f37f2fbe4,Anitta,Brazil,Pop
962adf47-2450-8948-ca8a-cbbd24106301,Vince Staples,United States,Rap/Hip Hop
d57c694f-e64a-7ddf-4599-e04f209d30c2,Van Morrison,Northern Ireland,Rock
e2722310-a6b5-11e0-b446-00251188dd67,Beastie Boys,United States of America,Rap/Hip Hop
e2a39d89-a6b5-11e0-b446-00251188dd67,Nickelback,Canada,Rock
dd5641e9-ee5d-2a4a-5459-2200f461cac3,Bob Marley & The Wailers,Jamaica,Reggae/Ska
81cece38-1a10-47b2-ae6d-f531ef09df8d,Duran Duran,England,Pop
e4484087-a6b5-11e0-b446-00251188dd67,Jay-Z,United States of America,Rap/Hip Hop
b8c7d136-d30d-8666-d152-b94eddcb97aa,Eurythmics,England,Pop
52475d57-6c97-0d13-2bbb-51e40a6eb286,Noel Gallagher's High Flying Birds,England,Alternative/Indie
267dde47-6801-68d5-3210-434d7a1c3f8a,Marina & the Diamonds,England,Pop
274cc1dc-5fe8-7a5f-0a14-4a5053349507,ABBA,Sweden,Pop
ac10486e-64e7-4c99-9f7e-dee6675cbcfe,"Earth, Wind & Fire",United States of America,Soul/R&B
e2ffcd91-a6b5-11e0-b446-00251188dd67,Alicia Keys,United States of America,Soul/R&B
27abd702-abea-c3c4-6d6a-bfe8fbe33413,Birdy,England,Alternative/Indie
ef0b4127-d94c-981f-167b-908475031878,Iron & Wine,United States of America,Alternative/Indie
e2d2f689-a6b5-11e0-b446-00251188dd67,Jimmy Eat World,United States of America,Alternative/Indie
e2758916-a6b5-11e0-b446-00251188dd67,The Verve,England,Alternative/Indie
d64bcb0d-7c57-3099-07b7-bd47692ff2ab,Cyndi Lauper,United States of America,Pop
17ef1ddb-4bb1-479b-1dcf-1efb8aa6cc4f,Avenged Sevenfold,United States of America,Rock
d3148f15-76ac-457b-90b0-262109db5685,Belle and Sebastian,Scotland,Alternative/Indie
cc9248b4-c121-bcc6-efb1-b7c283c19616,The Notorious B.I.G.,United States of America,Rap/Hip Hop
7ced65cb-959c-1edd-4e85-1f0adb390eff,Journey,United States of America,Rock
e24d0414-a6b5-11e0-b446-00251188dd67,Sum 41,Canada,Alternative/Indie
9fdadf2a-0e82-59b2-9df1-3438856f54d8,London Grammar,England,Alternative/Indie
917224ed-9a87-d3ba-14cc-c413113a21a0,Glass Animals,United Kingdom,Alternative/Indie
ca657e77-8be6-4d78-840a-c5210a0b3209,Ella Fitzgerald,United States of America,Jazz
e4e2a4ea-eaea-9db0-19e1-50ce693e4e48,A$AP Ferg,United States of America,Rap/Hip Hop
b4a52334-13bb-6d34-cae2-81771dc27a04,The Script,Ireland,Pop
ea1c1a73-a6b5-11e0-b446-00251188dd67,Train,United States of America,Pop
e7039b90-a6b5-11e0-b446-00251188dd67,Jennifer Lopez,United States of America,Pop
5abd10ff-d787-d355-cc59-bd7872b00bd8,Air,France,Electronica/Dance
ebaa3f78-a6b5-11e0-b446-00251188dd67,Gucci Mane,United States of America,Rap/Hip Hop
e351bf58-a6b5-11e0-b446-00251188dd67,Sonic Youth,United States of America,Alternative/Indie
f0603542-a6b5-11e0-b446-00251188dd67,Jessie J,England,Pop
661353f4-85b3-2ce3-8c2f-23eefee360d7,Chance the Rapper,United States of America,Rap/Hip Hop
e3ec247d-3ebb-4636-bf40-a184276fd55d,Alvvays,N\A,N\A
d369f641-9c9f-80ea-1bb3-ca2fb8b6a6e0,Jack Johnson,United States of America,Rock
eba4e5e9-a6b5-11e0-b446-00251188dd67,Flo Rida,United States of America,Rap/Hip Hop
e4a49f71-a6b5-11e0-b446-00251188dd67,Van Halen,United States of America,Rock
d1bd9f09-b58e-7d1a-f11a-0ac1e5d3b534,HAIM,United States of America,Alternative/Indie
e5e8a466-a6b5-11e0-b446-00251188dd67,Leonard Cohen,Canada,Pop
